month,open,high,low,last,change,settle,volume,openInterest
MAR 20,1.12655,1.13360,1.10560,1.11765,-.01060,1.11780,"508,088","299,887"
APR 20,1.12685,1.13450,1.10815,1.11980,-.01095,1.11890,750,"1,574"
MAY 20,1.13655,1.13665,1.10940,1.12105,-.01100,1.12025,128,"2,971"
JUN 20,1.13060,1.13750,1.11055,1.12185,-.01075,1.12160,"310,249","395,182"
JLY 20,-,-,1.11830,1.11950,-.01100,1.12230,1,1
SEP 20,1.13325,1.14025,1.11345,1.12550,-.01100,1.12450,420,"2,502"
DEC 20,1.13345,1.14255,1.11895,1.12970,-.01115,1.12750,36,"1,601"
MAR 21,1.12300,1.12855,1.12300,1.12855,-.01110,1.13095,17,172
JUN 21,1.12220,1.13105,1.12220,1.13105,-.01130,1.13425,14,111
SEP 21,-,-,-,-,-.01150,1.13755,0,1
DEC 21,-,-,-,-,-.01170,1.14080,0,3
MAR 22,-,-,-,-,-.01190,1.14410,0,0
JUN 22,-,-,-,-,-.01210,1.14790,0,0
SEP 22,-,-,-,-,-.01230,1.15200,0,0
DEC 22,-,-,-,-,-.01245,1.15585,0,0
MAR 23,-,-,-,-,-.01265,1.15935,0,0
JUN 23,-,-,-,-,-.01285,1.16345,0,0
SEP 23,-,-,-,-,-.01300,1.16730,0,0
DEC 23,-,-,-,-,-.01320,1.17110,0,0
MAR 24,-,-,-,-,-.01340,1.17490,0,0
JUN 24,-,-,-,-,-.01355,1.17875,0,0
SEP 24,-,-,-,-,-.01375,1.18255,0,0
DEC 24,-,-,-,-,-.01395,1.18635,0,0
Total,,,,,,,"819,703","704,005"
2,0,2,0,0,3,1,2
