month,open,high,low,last,change,settle,volume,openInterest
JAN 20,1.11605,1.11990,1.11545,1.11715,-.00015,1.11715,728,"2,216"
FEB 20,1.11810,1.12220,1.11810,1.11995,-.00015,1.11965,488,"2,313"
MAR 20,1.12100,1.12440,1.11985,1.12155,-.00015,1.12160,"155,396","535,818"
APR 20,-,1.12555,1.12270,1.12390,-.00015,1.12360,0,141
JUN 20,1.12805,1.13075,1.12625,1.12795,-.00015,1.12795,93,"2,378"
SEP 20,-,1.13655,1.13310,1.13435,-.00015,1.13420,0,685
DEC 20,1.13960,1.14175,1.13960,1.14165,-.00015,1.14035,3,664
MAR 21,-,1.14740,-,1.14705,-.00015,1.14640,0,2
JUN 21,-,-,-,-,-.00015,1.15240,0,0
SEP 21,-,-,-,-,-.00015,1.15845,0,1
DEC 21,-,-,-,-,-.00015,1.16450,0,0
MAR 22,-,-,-,-,-.00015,1.17060,0,0
JUN 22,-,-,-,-,-.00010,1.17670,0,0
SEP 22,-,-,-,-,-.00010,1.18325,0,0
DEC 22,-,-,-,-,-.00010,1.18930,0,0
MAR 23,-,-,-,-,-.00005,1.19495,0,0
JUN 23,-,-,-,-,-.00005,1.20150,0,0
SEP 23,-,-,-,-,-.00005,1.20755,0,0
DEC 23,-,-,-,-,UNCH,1.21365,0,0
MAR 24,-,-,-,-,UNCH,1.21975,0,0
JUN 24,-,-,-,-,UNCH,1.22580,0,0
SEP 24,-,-,-,-,+.00005,1.23190,0,0
DEC 24,-,-,-,-,+.00005,1.23800,0,0
Total,,,,,,,"156,708","544,218"
2,0,1,9,1,2,1,7
