month,open,high,low,last,change,settle,volume,openInterest
MAR 19,1.13150,1.13285,1.11845,1.12015,-.01270,1.11910,"346,317","489,984"
APR 19,1.13470,1.13525,1.12150,1.12180B,-.01275,1.12175,"2,185","1,427"
MAY 19,1.13650,1.13720B,1.12480A,1.12480A,-.01275,1.12435,"1,140",440
JUN 19,1.14025,1.14140,1.12695,1.12870A,-.01280,1.12760,"63,789","38,929"
JLY 19,-,-,1.13440A,1.13440A,-.01285,1.13025,0,1
SEP 19,1.14915,1.15000,1.13565,1.13720,-.01290,1.13620,511,"3,445"
DEC 19,1.15820,1.15820,1.14500,1.14515,-.01295,1.14485,146,"4,756"
MAR 20,1.15790,1.16765B,1.15445A,1.15460B,-.01300,1.15390,48,499
JUN 20,1.16600,1.16600,1.16500,1.16500,-.01320,1.16230,13,77
SEP 20,-,-,1.17450A,1.17450A,-.01335,1.17065,0,13
DEC 20,-,-,1.18445A,1.18445A,-.01345,1.17900,0,55
MAR 21,-,-,-,-,-.01355,1.18735,0,0
JUN 21,-,-,-,-,-.01360,1.19480,0,0
SEP 21,-,-,-,-,-.01360,1.20230,0,0
DEC 21,-,-,-,-,-.01365,1.20980,0,0
MAR 22,-,-,-,-,-.01370,1.21725,0,0
JUN 22,-,-,-,-,-.01375,1.22475,0,0
SEP 22,-,-,-,-,-.01380,1.23280,0,0
DEC 22,-,-,-,-,-.01380,1.24030,0,0
MAR 23,-,-,-,-,-.01385,1.24720,0,0
JUN 23,-,-,-,-,-.01385,1.25530,0,0
SEP 23,-,-,-,-,-.01395,1.26275,0,0
DEC 23,-,-,-,-,-.01395,1.27025,0,0
Total,,,,,,,"414,149","539,626"
