month,open,high,low,last,change,settle,volume,openInterest
JUN 19,1.11855,1.12050,1.11725,1.11745,+.00010,1.11840,"126,116","493,038"
JLY 19,1.12100,1.12290,1.12050,1.12050,+.00010,1.12110,728,737
AUG 19,1.12485,1.12600,1.12350,1.12360B,+.00010,1.12430,721,414
SEP 19,1.12725,1.12895,1.12580,1.12580,+.00010,1.12690,"5,091","16,286"
OCT 19,-,-,-,-,+.00010,1.12920,0,0
DEC 19,1.13555,1.13650,1.13405,1.13405,+.00005,1.13515,338,"3,866"
MAR 20,1.14425,1.14450,1.14335,1.14360,+.00005,1.14370,41,"1,210"
JUN 20,-,1.15355B,1.15070A,1.15110A,UNCH,1.15160,3,336
SEP 20,-,-,-,-,-.00010,1.15910,1,131
DEC 20,-,-,-,-,-.00020,1.16660,0,104
MAR 21,-,-,-,-,-.00030,1.17410,0,0
JUN 21,-,-,-,-,-.00035,1.18150,0,0
SEP 21,-,-,-,-,-.00040,1.18855,0,0
DEC 21,-,-,-,-,-.00040,1.19565,0,0
MAR 22,-,-,-,-,-.00045,1.20270,0,0
JUN 22,-,-,-,-,-.00050,1.20975,0,0
SEP 22,-,-,-,-,-.00055,1.21735,0,0
DEC 22,-,-,-,-,-.00060,1.22440,0,0
MAR 23,-,-,-,-,-.00065,1.23090,0,0
JUN 23,-,-,-,-,-.00070,1.23850,0,0
SEP 23,-,-,-,-,-.00075,1.24555,0,0
DEC 23,-,-,-,-,-.00080,1.25260,0,0
MAR 24,-,-,-,-,-.00085,1.25965,0,0
Total,,,,,,,"133,039","516,122"
