month,open,high,low,last,change,settle,volume,openInterest
FEB 20,1.10695,1.10725,1.10420,1.10535,-.00225,1.10510,231,"2,680"
MAR 20,1.10875,1.10920,1.10605,1.10720,-.00225,1.10700,"145,514","577,178"
APR 20,1.11090,1.11090,1.10805,1.10910,-.00225,1.10895,458,"1,205"
MAY 20,-,-,1.11070,1.11115,-.00220,1.11125,0,198
JUN 20,1.11500,1.11525,1.11210,1.11330,-.00225,1.11310,"1,411","8,193"
SEP 20,1.11775,1.11895,1.11775,1.11895,-.00210,1.11895,137,"1,036"
DEC 20,1.12680,1.12715,1.12400,1.12465,-.00195,1.12465,46,"1,025"
MAR 21,1.12970,1.12990,1.12970,1.12990,-.00180,1.13045,1,14
JUN 21,-,-,-,-,-.00160,1.13580,0,1
SEP 21,-,-,-,-,-.00140,1.14115,0,1
DEC 21,-,-,-,-,-.00120,1.14655,0,0
MAR 22,-,-,-,-,-.00100,1.15190,0,0
JUN 22,-,-,-,-,-.00090,1.15725,0,0
SEP 22,-,-,-,-,-.00070,1.16305,0,0
DEC 22,-,-,-,-,-.00055,1.16840,0,0
MAR 23,-,-,-,-,-.00035,1.17340,0,0
JUN 23,-,-,-,-,-.00025,1.17915,0,0
SEP 23,-,-,-,-,-.00005,1.18455,0,0
DEC 23,-,-,-,-,+.00010,1.18990,0,0
MAR 24,-,-,-,-,+.00030,1.19530,0,0
JUN 24,-,-,-,-,+.00040,1.20065,0,0
SEP 24,-,-,-,-,+.00060,1.20605,0,0
DEC 24,-,-,-,-,+.00075,1.21140,0,0
Total,,,,,,,"147,798","591,531"
2,0,2,0,0,2,0,4
