month,open,high,low,last,change,settle,volume,openInterest
APR 20,1.08135,1.09275,1.07920,1.08980,+.01060,1.09050,199,"3,931"
MAY 20,1.08050,1.09400,1.08030,1.09100,+.01060,1.09175,428,"2,079"
JUN 20,1.08160,1.09525,1.08075,1.09160,+.01070,1.09275,"165,254","535,161"
JLY 20,1.09010,1.09530,1.08220,1.09280,+.01075,1.09370,15,31
SEP 20,1.08420,1.09815,1.08390,1.09440,+.01085,1.09565,492,"3,730"
DEC 20,1.09500,1.10015,1.08675,1.09735,+.01085,1.09835,132,"1,873"
MAR 21,1.10200,1.10255,1.08950,1.10055,+.01095,1.10120,28,258
JUN 21,1.10420,1.10425,1.09210,1.10295,+.01105,1.10365,26,190
SEP 21,1.10600,1.10600,1.10400,1.10400,+.01110,1.10655,10,5
DEC 21,1.10750,1.10750,1.10750,1.10750,+.01120,1.10925,8,8
MAR 22,-,-,-,-,+.01130,1.11195,0,0
JUN 22,-,-,-,-,+.01140,1.11505,0,0
SEP 22,-,-,-,-,+.01155,1.11855,0,0
DEC 22,-,-,-,-,+.01170,1.12180,0,0
MAR 23,-,-,-,-,+.01190,1.12485,0,0
JUN 23,-,-,-,-,+.01205,1.12835,0,0
SEP 23,-,-,-,-,+.01215,1.13160,0,0
DEC 23,-,-,-,-,+.01235,1.13490,0,0
MAR 24,-,-,-,-,+.01250,1.13815,0,0
JUN 24,-,-,-,-,+.01265,1.14140,0,0
SEP 24,-,-,-,-,+.01275,1.14465,0,0
DEC 24,-,-,-,-,+.01295,1.14795,0,0
MAR 25,-,-,-,-,+.01310,1.15120,0,0
Total,,,,,,,"166,592","547,266"
2,0,2,0,0,4,0,7
