month,open,high,low,last,change,settle,volume,openInterest
JLY 20,1793.6,1798.0,1765.8,1773.8,-19.8,1773.2,331,"2,020"
AUG 20,1798.9,1807.7,1767.9,1779.3,-20.6,1779.9,"264,674","393,339"
SEP 20,1803.3,1813.1,1773.7,1786.1,-19.3,1785.9,169,36
OCT 20,1806.9,1816.8,1778.8,1790.6,-19.2,1790.8,"4,209","36,163"
DEC 20,1817.5,1827.1,1789.8,1802.5,-18.5,1801.9,"16,304","86,521"
FEB 21,1827.9,1834.1,1798.8,1809.7,-18.4,1809.1,"1,943","22,555"
APR 21,1829.3,1829.3,1829.3,1829.3,-18.4,1812.1,311,"5,660"
JUN 21,1823.4,1823.4,1809.3,1814.7,-18.4,1813.8,536,"6,200"
AUG 21,1830.0,1838.0,1830.0,1835.0,-18.4,1814.8,448,"2,492"
OCT 21,-,-,-,-,-18.5,1815.8,252,"1,773"
DEC 21,1837.8,1837.8,1816.9,1816.9,-18.5,1816.6,176,"4,727"
FEB 22,-,-,-,-,-18.5,1818.0,0,1
APR 22,-,-,-,-,-18.5,1819.9,0,0
JUN 22,-,-,-,-,-18.5,1825.5,0,64
DEC 22,-,-,-,-,-18.5,1834.4,0,47
JUN 23,-,-,-,-,-18.5,1843.8,0,7
DEC 23,-,-,-,-,-18.5,1853.1,0,6
JUN 24,-,-,-,-,-18.5,1862.6,0,2
DEC 24,-,-,-,-,-18.5,1871.7,0,15
JUN 25,-,-,-,-,-18.5,1880.5,0,0
DEC 25,-,-,-,-,-18.5,1889.6,0,0
JUN 26,-,-,-,-,-18.5,1898.6,0,0
Total,,,,,,,"289,353","561,628"
2,0,2,0,0,7,0,1
