month,open,high,low,last,change,settle,volume,openInterest
JLY 20,1777.3,1793.2,1774.4,1791.1,+18.2,1793.0,986,"4,492"
AUG 20,1784.2,1804.0,1774.8,1798.1,+19.3,1800.5,"202,076","381,641"
SEP 20,1788.1,1806.0,1787.9,1802.7,+19.3,1805.2,66,0
OCT 20,1793.8,1813.0,1784.4,1807.7,+19.4,1810.0,"3,295","35,377"
DEC 20,1803.7,1823.5,1794.0,1818.0,+20.3,1820.4,"9,017","83,383"
FEB 21,1809.6,1830.5,1801.2,1825.1,+20.4,1827.5,"1,547","22,066"
APR 21,1820.0,1830.5,1820.0,1830.5,+20.5,1830.5,195,"5,546"
JUN 21,1812.9,1833.2,1812.7,1831.9,+20.6,1832.2,135,"6,157"
AUG 21,1816.9,1835.0,1813.9,1833.0,+20.6,1833.2,36,"2,489"
OCT 21,-,-,-,-,+20.6,1834.3,0,"1,773"
DEC 21,1813.1,1834.9,1813.1,1832.7,+20.5,1835.1,28,"4,720"
FEB 22,-,-,-,-,+20.5,1836.5,0,1
APR 22,-,-,-,-,+20.5,1838.4,0,0
JUN 22,-,-,-,-,+20.5,1844.0,0,64
DEC 22,-,-,-,-,+20.5,1852.9,0,47
JUN 23,-,-,-,-,+20.5,1862.3,0,7
DEC 23,-,-,-,-,+20.5,1871.6,0,6
JUN 24,-,-,-,-,+20.5,1881.1,0,2
DEC 24,1850.0,1850.0,1850.0,1850.0,+20.5,1890.2,1,14
JUN 25,-,-,-,-,+20.5,1899.0,0,0
DEC 25,-,-,-,-,+20.5,1908.1,0,0
JUN 26,-,-,-,-,+20.5,1917.1,0,0
Total,,,,,,,"217,382","547,785"
2,0,2,0,0,6,3,0
