month,open,high,low,last,change,settle,volume,openInterest
JUN 20,1778.3,1783.1,1764.5,1766.3,-6.3,1765.8,961,"1,310"
JLY 20,1777.3,1786.3,1765.0,1765.0,-6.0,1768.1,"1,711","3,904"
AUG 20,1784.4,1796.1,1770.6,1771.9,-6.9,1775.1,"243,731","373,961"
OCT 20,1793.0,1803.7,1779.6,1781.7,-5.8,1784.0,"1,465","33,903"
DEC 20,1800.4,1810.9,1787.8,1789.5,-4.5,1792.6,"9,496","77,357"
FEB 21,1811.2,1816.9,1795.2,1797.6,-4.5,1799.5,"3,376","21,584"
APR 21,1813.0,1814.5,1803.8,1803.8,-4.5,1802.3,430,"5,371"
JUN 21,1816.3,1820.9,1804.0,1804.7,-4.5,1804.1,326,"5,935"
AUG 21,1806.5,1806.5,1806.5,1806.5,-4.6,1805.1,298,"2,399"
OCT 21,-,-,-,-,-4.7,1806.1,170,"1,723"
DEC 21,1820.0,1821.9,1806.3,1808.8,-4.5,1807.2,88,"4,513"
FEB 22,-,-,-,-,-4.5,1808.6,0,1
APR 22,-,-,-,-,-4.5,1810.5,0,0
JUN 22,-,-,-,-,-4.5,1816.1,0,64
DEC 22,-,-,-,-,-4.5,1825.0,0,47
JUN 23,-,-,-,-,-4.5,1834.4,0,7
DEC 23,-,-,-,-,-4.5,1843.7,0,6
JUN 24,-,-,-,-,-4.5,1853.2,0,2
DEC 24,-,-,-,-,-4.5,1862.3,0,14
JUN 25,-,-,-,-,-4.5,1871.1,0,0
DEC 25,-,-,-,-,-4.5,1880.2,0,0
Total,,,,,,,"262,052","532,101"
2,0,2,0,0,6,2,4
