month,open,high,low,last,change,settle,volume,openInterest
JAN 21,-,-,-,1828.4,-5.8,1844.9,0,61
FEB 21,1849.7,1851.5,1828.4,1842.3,-6.0,1844.9,"196,905","81,531"
MAR 21,1851.2,1852.8,1831.0,1843.6,-6.0,1846.8,"1,934","1,934"
APR 21,1854.3,1855.7,1832.4,1846.4,-5.9,1848.9,"175,548","359,053"
JUN 21,1854.5,1856.3,1835.2,1849.0,-5.9,1851.6,"4,123","53,424"
AUG 21,1858.6,1858.6,1839.2,1852.4,-6.0,1853.8,"1,269","16,165"
OCT 21,1849.4,1858.4,1841.2,1848.5,-6.0,1855.7,459,"6,851"
DEC 21,1860.0,1863.5,1841.3,1851.4,-6.1,1857.6,471,"11,742"
FEB 22,1858.8,1860.8,1848.8,1852.6,-6.1,1859.5,22,"3,370"
APR 22,1863.6,1863.6,1863.6,1854.7,-6.1,1862.1,5,34
JUN 22,-,-,-,1846.4,-6.0,1862.5,0,129
AUG 22,-,-,-,1857.8,-6.0,1864.0,0,4
OCT 22,-,-,-,1861.0,-6.0,1867.7,0,0
DEC 22,-,-,-,1853.8,-6.0,1869.8,0,248
JUN 23,-,-,-,1862.9,-6.0,1879.2,0,9
DEC 23,-,-,-,1892.9,-6.0,1888.5,0,6
JUN 24,-,-,-,-,-6.0,1898.0,0,2
DEC 24,1900.0,1900.0,1900.0,1900.0,-6.0,1907.1,1,9
JUN 25,-,-,-,-,-6.0,1915.9,0,0
DEC 25,-,-,-,-,-6.0,1925.0,0,2
JUN 26,-,-,-,-,-6.0,1934.0,0,0
DEC 26,-,-,-,-,-6.0,1943.0,0,0
Total,,,,,,,"380,737","534,574"
2,0,2,1,0,1,2,7
