month,open,high,low,last,change,settle,volume,openInterest
JAN 21,1864.7,1864.7,1851.8,1858.0,-.8,1854.9,26,12
FEB 21,1855.3,1867.4,1846.2,1855.0,-1.0,1855.2,"213,394","152,933"
MAR 21,1856.4,1868.4,1848.0,1856.6,-1.0,1856.9,991,"1,524"
APR 21,1858.6,1870.9,1850.0,1858.8,-.9,1859.0,"90,230","307,038"
JUN 21,1862.8,1873.4,1852.9,1861.3,-.9,1861.6,"4,430","51,162"
AUG 21,1864.4,1874.4,1855.0,1863.6,-.9,1863.9,"1,711","15,261"
OCT 21,1861.2,1861.2,1860.0,1869.0,-.8,1865.8,83,"6,873"
DEC 21,1869.5,1879.5,1860.0,1866.4,-.7,1867.7,375,"11,535"
FEB 22,1879.2,1879.2,1877.8,1860.3,-.6,1869.6,11,"3,366"
APR 22,-,-,-,1862.4,-.6,1872.2,2,27
JUN 22,-,-,-,1863.1,-.6,1872.5,1,128
AUG 22,-,-,-,-,-.6,1874.0,0,4
OCT 22,-,-,-,-,-.6,1877.7,0,0
DEC 22,1867.7,1872.2,1867.7,1875.5,-.6,1879.8,16,263
JUN 23,-,-,-,1880.8,-.6,1889.2,0,9
DEC 23,-,-,-,-,-.6,1898.5,0,6
JUN 24,-,-,-,-,-.6,1908.0,0,2
DEC 24,-,-,-,-,-.6,1917.1,0,9
JUN 25,-,-,-,-,-.6,1925.9,0,0
DEC 25,-,-,-,-,-.6,1935.0,0,2
JUN 26,-,-,-,-,-.6,1944.0,0,0
DEC 26,-,-,-,-,-.6,1953.0,0,0
Total,,,,,,,"311,270","550,154"
2,0,2,1,0,1,2,5
