month,open,high,low,last,change,settle,volume,openInterest
JUN 20,1761.7,1764.8,1759.8,1764.3,-3.7,1762.1,207,"1,816"
JLY 20,1760.7,1771.7,1760.4,1765.5,-5.0,1763.1,476,"4,383"
AUG 20,1772.3,1779.6,1764.1,1774.0,-4.5,1770.6,"152,857","375,797"
OCT 20,1778.4,1788.0,1773.6,1783.2,-4.3,1779.7,"3,555","34,277"
DEC 20,1789.3,1796.6,1781.6,1791.4,-4.2,1788.4,"6,554","79,036"
FEB 21,1794.0,1802.4,1789.2,1798.8,-4.3,1795.2,"1,410","21,561"
APR 21,1795.0,1801.4,1792.1,1801.4,-4.2,1798.1,111,"5,520"
JUN 21,1801.3,1804.3,1801.3,1804.3,-4.2,1799.9,86,"5,914"
AUG 21,1800.0,1800.0,1800.0,1800.0,-4.2,1800.9,47,"2,421"
OCT 21,-,-,-,-,-4.1,1802.0,20,"1,874"
DEC 21,-,-,-,-,-4.2,1803.0,1,"4,520"
FEB 22,-,-,-,-,-4.2,1804.4,0,1
APR 22,-,-,-,-,-4.2,1806.3,0,0
JUN 22,-,-,-,-,-4.2,1811.9,0,64
DEC 22,-,-,-,-,-4.2,1820.8,0,47
JUN 23,-,-,-,-,-4.2,1830.2,0,7
DEC 23,-,-,-,-,-4.2,1839.5,0,6
JUN 24,-,-,-,-,-4.2,1849.0,0,2
DEC 24,-,-,-,-,-4.2,1858.1,0,14
JUN 25,-,-,-,-,-4.2,1866.9,0,0
DEC 25,-,-,-,-,-4.2,1876.0,0,0
Total,,,,,,,"165,324","537,260"
2,0,2,0,0,6,2,5
