month,open,high,low,last,change,settle,volume,openInterest
JUN 20,1755.4,1776.3,1754.2,1776.3,+15.4,1772.1,666,"1,612"
JLY 20,1759.3,1777.6,1751.7,1774.8,+15.7,1774.1,"1,030","3,750"
AUG 20,1764.9,1786.8,1758.3,1783.7,+15.6,1782.0,"195,186","366,055"
OCT 20,1773.6,1793.9,1766.4,1791.8,+15.6,1789.8,"1,494","33,587"
DEC 20,1780.0,1801.5,1774.0,1798.2,+15.4,1797.1,"4,268","76,305"
FEB 21,1791.2,1807.1,1781.2,1806.4,+15.1,1804.0,699,"21,523"
APR 21,1799.1,1808.0,1799.1,1808.0,+14.8,1806.8,232,"5,556"
JUN 21,1802.9,1809.5,1802.9,1808.0,+15.0,1808.6,438,"5,977"
AUG 21,1803.0,1805.1,1803.0,1805.1,+15.0,1809.7,264,"2,184"
OCT 21,-,-,-,-,+15.0,1810.8,24,"1,713"
DEC 21,1805.5,1813.6,1805.5,1811.0,+14.9,1811.7,43,"4,511"
FEB 22,-,-,-,-,+14.9,1813.1,0,1
APR 22,-,-,-,-,+14.9,1815.0,0,0
JUN 22,-,-,-,-,+14.9,1820.6,0,64
DEC 22,-,-,-,-,+14.9,1829.5,0,47
JUN 23,-,-,-,-,+14.9,1838.9,0,7
DEC 23,-,-,-,-,+14.9,1848.2,0,6
JUN 24,-,-,-,-,+14.9,1857.7,0,2
DEC 24,1830.0,1830.0,1830.0,1830.0,+14.9,1866.8,1,13
JUN 25,-,-,-,-,+14.9,1875.6,0,0
DEC 25,-,-,-,-,+14.9,1884.7,0,0
Total,,,,,,,"204,345","522,913"
2,0,2,0,0,6,2,3
