month,open,high,low,last,change,settle,volume,openInterest
JAN 21,1855.8,1855.8,1851.8,1853.5,-4.2,1850.7,59,30
FEB 21,1854.9,1860.8,1847.2,1849.6,-4.3,1850.9,"170,792","126,823"
MAR 21,1856.0,1862.1,1849.0,1851.2,-4.1,1852.8,807,"1,827"
APR 21,1858.7,1864.5,1851.1,1853.4,-4.2,1854.8,"91,894","331,653"
JUN 21,1861.1,1866.4,1854.0,1855.8,-4.1,1857.5,"4,198","52,606"
AUG 21,1868.6,1868.6,1857.0,1857.1,-4.1,1859.8,"1,712","15,810"
OCT 21,1862.7,1862.7,1861.5,1858.9,-4.1,1861.7,56,"6,849"
DEC 21,1865.4,1872.5,1860.1,1862.0,-4.0,1863.7,180,"11,702"
FEB 22,-,-,-,1862.1,-4.0,1865.6,8,"3,372"
APR 22,1871.1,1871.1,1871.1,1864.8,-4.0,1868.2,9,29
JUN 22,-,-,-,1864.6,-4.0,1868.5,9,127
AUG 22,-,-,-,-,-4.0,1870.0,0,4
OCT 22,-,-,-,-,-4.0,1873.7,0,0
DEC 22,1877.5,1877.5,1877.5,1868.1,-4.0,1875.8,6,248
JUN 23,1873.0,1873.0,1873.0,1873.0,-4.0,1885.2,2,9
DEC 23,-,-,-,-,-4.0,1894.5,0,6
JUN 24,-,-,-,-,-4.0,1904.0,0,2
DEC 24,-,-,-,-,-4.0,1913.1,0,9
JUN 25,-,-,-,-,-4.0,1921.9,0,0
DEC 25,-,-,-,-,-4.0,1931.0,0,2
JUN 26,-,-,-,-,-4.0,1940.0,0,0
DEC 26,-,-,-,-,-4.0,1949.0,0,0
Total,,,,,,,"269,732","551,108"
2,0,2,1,0,1,2,6
