month,open,high,low,last,change,settle,volume,openInterest
FEB 21,1843.4,1862.9,1831.5,1841.8,-7.0,1837.9,"27,283","43,378"
MAR 21,1844.9,1865.0,1834.1,1843.0,-7.4,1839.4,"2,140","2,276"
APR 21,1847.2,1867.0,1835.6,1845.1,-7.7,1841.2,"277,939","394,504"
JUN 21,1847.8,1869.6,1839.0,1847.8,-7.9,1843.7,"10,116","53,698"
AUG 21,1846.2,1870.4,1841.5,1849.8,-8.0,1845.8,822,"16,821"
OCT 21,1851.6,1872.8,1843.3,1845.6,-8.0,1847.7,447,"7,235"
DEC 21,1853.5,1874.5,1845.0,1851.4,-8.1,1849.5,259,"11,867"
FEB 22,1848.8,1873.8,1848.8,1854.9,-8.2,1851.3,14,"3,383"
APR 22,1867.0,1867.0,1867.0,1867.7,-8.2,1853.9,4,34
JUN 22,1855.9,1855.9,1855.9,1850.3,-8.2,1854.3,4,129
AUG 22,-,-,-,1859.8,-8.2,1855.8,0,4
OCT 22,-,-,-,1862.8,-8.2,1859.5,0,0
DEC 22,-,-,-,1857.1,-8.2,1861.6,0,248
JUN 23,-,-,-,1885.5,-8.2,1871.0,0,9
DEC 23,-,-,-,1892.4,-8.2,1880.3,0,6
JUN 24,-,-,-,-,-8.2,1889.8,0,2
DEC 24,-,-,-,1908.5,-8.2,1898.9,0,9
JUN 25,-,-,-,-,-8.2,1907.7,0,0
DEC 25,-,-,-,-,-8.2,1916.8,0,2
JUN 26,-,-,-,-,-8.2,1925.8,0,0
DEC 26,-,-,-,-,-8.2,1934.8,0,0
Total,,,,,,,"319,028","533,605"
2,0,2,1,0,1,2,8
