month,open,high,low,last,change,settle,volume,openInterest
JAN 21,1908.0,1908.0,1836.5,1837.9,-78.2,1834.1,60,491
FEB 21,1915.2,1918.4,1827.8,1849.7,-78.2,1835.4,"454,327","386,887"
MAR 21,1911.2,1913.8,1831.4,1850.7,-78.3,1837.3,928,395
APR 21,1921.6,1922.3,1832.0,1852.3,-78.3,1839.7,"66,654","107,094"
JUN 21,1925.1,1925.1,1837.6,1856.6,-78.4,1842.7,"11,329","39,409"
AUG 21,1919.7,1926.6,1844.0,1858.5,-78.6,1845.4,"3,452","13,316"
OCT 21,1924.5,1924.5,1849.2,1854.7,-78.5,1848.2,345,"5,838"
DEC 21,1932.5,1932.5,1845.2,1863.5,-78.4,1851.1,"1,128","10,637"
FEB 22,1935.8,1935.8,1850.0,1846.6,-78.6,1854.2,"1,111","2,643"
APR 22,-,-,-,1938.9,-78.6,1856.9,1,18
JUN 22,-,-,-,1941.0,-78.6,1859.8,0,113
AUG 22,-,-,-,1867.2,-78.6,1861.3,0,4
OCT 22,-,-,-,1872.9,-78.6,1865.0,0,0
DEC 22,-,-,-,1948.9,-78.6,1868.3,0,295
JUN 23,-,-,-,1888.9,-78.6,1877.7,0,8
DEC 23,-,-,-,1898.4,-78.6,1887.0,0,6
JUN 24,-,-,1915.8,1910.5,-78.6,1896.5,0,2
DEC 24,-,-,-,1923.0,-78.6,1905.6,0,9
JUN 25,-,-,-,1934.2,-78.6,1914.4,0,0
DEC 25,-,-,-,1948.5,-78.6,1923.5,0,2
JUN 26,-,-,-,2009.9,-78.6,1932.5,0,0
DEC 26,-,-,-,-,-78.6,1941.5,0,0
Total,,,,,,,"539,335","567,167"
2,0,2,1,0,1,0,8
