month,open,high,low,last,change,settle,volume,openInterest
FEB 20,1577.7,1577.7,1547.8,1551.5,-26.8,1550.4,978,"3,580"
MAR 20,1579.5,1581.0,1550.0,1553.7,-26.8,1552.7,"1,882","3,184"
APR 20,1581.5,1584.5,1552.8,1556.7,-26.9,1555.5,"350,345","501,423"
JUN 20,1588.4,1589.6,1558.7,1562.2,-26.9,1561.4,"6,811","85,403"
AUG 20,1593.6,1593.6,1565.0,1569.5,-26.8,1567.0,"1,347","31,761"
OCT 20,1586.9,1586.9,1570.1,1575.4,-26.7,1572.3,633,"8,846"
DEC 20,1602.3,1602.3,1576.0,1578.3,-26.5,1577.5,"1,858","30,447"
FEB 21,1604.9,1604.9,1581.2,1585.3,-26.5,1582.5,122,"6,009"
APR 21,-,-,-,-,-26.1,1586.8,25,621
JUN 21,-,-,-,-,-26.0,1590.8,3,"1,980"
AUG 21,-,-,-,-,-26.0,1595.0,0,3
OCT 21,-,-,-,-,-26.0,1598.9,0,0
DEC 21,1619.2,1619.4,1604.0,1604.0,-26.0,1602.9,14,807
JUN 22,1606.2,1606.3,1606.2,1606.3,-26.0,1611.8,2,4
DEC 22,-,-,1615.0,1615.0,-26.0,1620.7,0,49
JUN 23,-,-,-,-,-26.0,1630.1,0,5
DEC 23,-,-,-,-,-26.0,1639.4,0,2
JUN 24,-,-,-,-,-26.0,1648.9,0,1
DEC 24,-,-,-,-,-26.0,1658.0,0,3
JUN 25,-,-,-,-,-26.0,1666.8,0,1
DEC 25,-,-,-,-,-26.0,1675.9,0,0
Total,,,,,,,"364,020","674,129"
2,0,2,0,0,2,0,4
