month,open,high,low,last,change,settle,volume,openInterest
FEB 20,1600.6,1610.5,1599.7,1609.9,+7.5,1607.5,542,542
MAR 20,1601.8,1612.9,1600.0,1611.2,+7.8,1608.8,"2,214","2,799"
APR 20,1604.8,1615.9,1602.4,1614.6,+8.2,1611.8,"308,909","527,902"
JUN 20,1610.2,1621.5,1608.1,1620.2,+8.2,1617.5,"6,532","98,323"
AUG 20,1614.7,1626.6,1614.0,1626.6,+8.2,1622.7,"2,215","30,728"
OCT 20,1626.5,1630.3,1621.8,1630.3,+8.1,1627.4,412,"9,812"
DEC 20,1625.0,1634.8,1623.3,1634.8,+8.2,1632.2,"1,398","32,872"
FEB 21,1630.0,1638.3,1630.0,1638.3,+8.2,1637.0,67,"8,436"
APR 21,1639.8,1641.4,1636.2,1640.9,+8.4,1641.2,41,707
JUN 21,1638.7,1644.2,1638.7,1644.2,+8.4,1645.1,330,"2,129"
AUG 21,-,-,-,-,+8.4,1649.5,0,3
OCT 21,-,-,-,-,+8.4,1653.4,0,0
DEC 21,1646.8,1653.4,1646.7,1651.0,+8.4,1657.4,42,"1,012"
JUN 22,-,-,-,-,+8.4,1666.3,0,4
DEC 22,1673.3,1673.3,1671.5,1671.5,+8.4,1675.2,3,37
JUN 23,-,-,-,-,+8.4,1684.6,0,5
DEC 23,-,-,-,-,+8.4,1693.9,0,2
JUN 24,-,-,-,-,+8.4,1703.4,0,1
DEC 24,-,-,-,-,+8.4,1712.5,0,3
JUN 25,-,-,-,-,+8.4,1721.3,0,0
DEC 25,-,-,-,-,+8.4,1730.4,0,0
Total,,,,,,,"322,705","715,317"
2,0,2,0,0,2,1,9
