month,open,high,low,last,change,settle,volume,openInterest
DEC 19,1461.6,1480.4,1459.4,1477.0,+15.9,1478.2,"1,460","3,837"
JAN 20,1465.5,1484.7,1462.8,1480.3,+15.2,1481.6,"1,397","4,123"
FEB 20,1468.0,1487.7,1465.4,1483.5,+15.2,1484.4,"402,762","500,162"
APR 20,1473.4,1493.1,1471.0,1488.8,+15.3,1489.9,"13,282","75,617"
JUN 20,1477.9,1498.0,1475.9,1493.3,+15.4,1494.8,"7,537","59,944"
AUG 20,1490.9,1501.9,1490.6,1500.1,+15.5,1499.7,600,"8,841"
OCT 20,1500.2,1500.2,1500.2,1500.2,+15.4,1504.2,262,"6,782"
DEC 20,1491.1,1510.3,1490.7,1507.4,+15.5,1508.6,445,"9,832"
FEB 21,-,-,-,-,+15.5,1512.9,52,476
APR 21,-,-,-,-,+15.5,1516.1,0,31
JUN 21,-,-,-,-,+15.5,1518.7,1,"1,646"
AUG 21,-,-,-,-,+15.5,1522.8,0,1
OCT 21,-,-,-,-,+15.5,1526.7,0,0
DEC 21,1531.2,1531.3,1531.2,1531.3,+15.5,1530.9,6,827
JUN 22,-,-,-,-,+15.5,1539.8,0,4
DEC 22,-,1545.0,-,1545.0,+15.5,1548.7,0,47
JUN 23,-,-,-,-,+15.5,1558.1,0,5
DEC 23,-,-,-,-,+15.5,1567.4,0,2
JUN 24,-,-,-,-,+15.5,1576.9,0,1
DEC 24,-,-,-,-,+15.5,1586.0,0,3
JUN 25,-,-,-,-,+15.5,1594.8,0,1
Total,,,,,,,"427,804","672,182"
2,0,1,9,1,2,0,3
