month,open,high,low,last,change,settle,volume,openInterest
DEC 19,1458.8,1464.2,1458.6,1458.6,+.2,1459.3,"1,461","2,277"
JAN 20,1461.1,1467.3,1460.7,1463.8,+.3,1462.8,"2,245","3,899"
FEB 20,1464.1,1469.8,1463.0,1465.9,-.2,1464.9,"178,516","502,957"
APR 20,1469.0,1475.2,1469.0,1472.0,-.2,1470.5,"5,701","87,470"
JUN 20,1476.0,1480.3,1474.2,1475.0,-.2,1475.6,"5,038","64,312"
AUG 20,1482.9,1485.1,1480.1,1482.2,-.1,1480.8,"4,266","12,127"
OCT 20,1485.4,1485.4,1485.4,1485.4,-.1,1485.4,103,"6,721"
DEC 20,1493.2,1494.0,1489.4,1489.9,-.1,1489.8,297,"10,158"
FEB 21,1496.2,1496.2,1496.2,1496.2,UNCH,1494.3,1,561
APR 21,-,-,-,-,+.6,1498.1,0,31
JUN 21,1501.0,1501.0,1501.0,1501.0,+1.4,1501.5,35,"1,707"
AUG 21,-,-,-,-,+1.4,1505.6,0,1
OCT 21,-,-,-,-,+1.4,1509.5,0,0
DEC 21,-,1513.0,-,1513.0,+1.4,1513.5,0,833
JUN 22,-,-,-,-,+1.4,1522.4,0,4
DEC 22,-,-,-,-,+1.4,1531.3,0,47
JUN 23,-,-,-,-,+1.4,1540.7,0,5
DEC 23,-,-,-,-,+1.4,1550.0,0,2
JUN 24,-,-,-,-,+1.4,1559.5,0,1
DEC 24,-,-,-,-,+1.4,1568.6,0,3
JUN 25,-,-,-,-,+1.4,1577.4,0,1
Total,,,,,,,"197,663","693,117"
2,0,1,9,1,2,0,9
