month,open,high,low,last,change,settle,volume,openInterest
JAN 21,1.22720,1.22860,1.21960,1.22195,-.00525,1.22175,752,"2,088"
FEB 21,1.22810,1.22940,1.22035,1.22330,-.00525,1.22250,245,932
MAR 21,1.22860,1.23020,1.22100,1.22415,-.00525,1.22325,"213,022","663,832"
APR 21,1.22820,1.23045,1.22245,1.22475,-.00525,1.22425,17,16
JUN 21,1.23005,1.23265,1.22360,1.22665,-.00525,1.22575,406,"1,561"
SEP 21,1.23390,1.23485,1.22645,1.22645,-.00525,1.22825,12,"1,241"
DEC 21,1.23310,1.23730,1.22900,1.22900,-.00530,1.23080,49,"1,744"
MAR 22,1.23450,1.23985,1.23210,1.23770,-.00530,1.23375,10,99
JUN 22,1.23650,1.23650,1.23650,1.23650,-.00525,1.23665,9,189
SEP 22,1.23900,1.23900,1.23900,1.23900,-.00520,1.23965,9,12
DEC 22,1.24150,1.24150,1.24150,1.24150,-.00520,1.24240,9,0
MAR 23,-,-,-,-,-.00515,1.24595,0,0
JUN 23,-,-,-,-,-.00500,1.25060,0,0
SEP 23,-,-,-,-,-.00485,1.25490,0,0
DEC 23,-,-,-,-,-.00475,1.25920,0,0
MAR 24,-,-,-,-,-.00460,1.26350,0,0
JUN 24,-,-,-,-,-.00450,1.26780,0,0
SEP 24,-,-,-,-,-.00435,1.27210,0,0
DEC 24,-,-,-,-,-.00425,1.27640,0,0
MAR 25,-,-,-,-,-.00410,1.28070,0,0
JUN 25,-,-,-,-,-.00405,1.28495,0,0
SEP 25,-,-,-,-,-.00390,1.28925,0,0
DEC 25,-,-,-,-,-.00380,1.29355,0,0
Total,,,,,,,"214,540","671,714"
2,0,2,1,0,1,0,8
