month,open,high,low,last,change,settle,volume,openInterest
FEB 21,1.21285,1.21595,1.20990,1.21420,-.00005,1.21360,274,"1,014"
MAR 21,1.21345,1.21680,1.21055,1.21485,-.00005,1.21430,"218,393","671,431"
APR 21,1.21350,1.21765,1.21165,1.21585,-.00005,1.21530,59,409
MAY 21,-,1.21765,1.21300,1.21300,-.00005,1.21600,0,1
JUN 21,1.21425,1.21915,1.21310,1.21725,-.00010,1.21675,396,"2,005"
SEP 21,1.21890,1.22130,1.21615,1.21895,-.00010,1.21920,56,"1,195"
DEC 21,1.21975,1.22400,1.21850,1.22115,-.00015,1.22170,6,"1,867"
MAR 22,1.22160,1.22635,1.22140,1.22635,-.00015,1.22460,6,122
JUN 22,-,1.22830,-,1.22830,-.00020,1.22740,0,205
SEP 22,-,-,-,-,-.00025,1.23030,0,27
DEC 22,-,-,-,-,-.00025,1.23300,0,17
MAR 23,-,-,-,-,-.00030,1.23605,0,0
JUN 23,-,-,-,-,-.00030,1.24045,0,0
SEP 23,-,-,-,-,-.00030,1.24455,0,0
DEC 23,-,-,-,-,-.00030,1.24865,0,0
MAR 24,-,-,-,-,-.00035,1.25270,0,0
JUN 24,-,-,-,-,-.00030,1.25680,0,0
SEP 24,-,-,-,-,-.00035,1.26085,0,0
DEC 24,-,-,-,-,-.00035,1.26495,0,0
MAR 25,-,-,-,-,-.00035,1.26905,0,0
JUN 25,-,-,-,-,-.00035,1.27310,0,0
SEP 25,-,-,-,-,-.00035,1.27720,0,0
DEC 25,-,-,-,-,-.00040,1.28125,0,0
Total,,,,,,,"219,190","678,293"
2,0,2,1,0,1,2,9
