month,open,high,low,last,change,settle,volume,openInterest
FEB 21,1.21670,1.21740,1.20640,1.21175,-.00650,1.21055,417,"1,040"
MAR 21,1.21720,1.21825,1.20695,1.21240,-.00650,1.21125,"284,161","670,681"
APR 21,1.21840,1.21915,1.20810,1.21355,-.00650,1.21225,"1,478",228
MAY 21,-,-,1.20950,1.20950,-.00650,1.21300,0,0
JUN 21,1.21990,1.22060,1.20955,1.21495,-.00650,1.21370,"1,042","2,029"
SEP 21,1.22065,1.22295,1.21230,1.21840,-.00650,1.21615,87,"1,218"
DEC 21,1.22305,1.22515,1.21450,1.22090,-.00645,1.21865,42,"1,867"
MAR 22,-,-,1.21775,1.21775,-.00645,1.22160,0,120
JUN 22,-,-,1.22385,1.22385,-.00640,1.22445,0,205
SEP 22,-,-,1.22905,1.22905,-.00640,1.22735,0,27
DEC 22,-,-,-,-,-.00635,1.23005,0,17
MAR 23,-,-,-,-,-.00640,1.23310,0,0
JUN 23,-,-,-,-,-.00645,1.23735,0,0
SEP 23,-,-,-,-,-.00655,1.24125,0,0
DEC 23,-,-,-,-,-.00655,1.24520,0,0
MAR 24,-,-,-,-,-.00665,1.24910,0,0
JUN 24,-,-,-,-,-.00670,1.25305,0,0
SEP 24,-,-,-,-,-.00675,1.25700,0,0
DEC 24,-,-,-,-,-.00685,1.26090,0,0
MAR 25,-,-,-,-,-.00685,1.26485,0,0
JUN 25,-,-,-,-,-.00690,1.26880,0,0
SEP 25,-,-,-,-,-.00700,1.27270,0,0
DEC 25,-,-,-,-,-.00705,1.27665,0,0
Total,,,,,,,"287,227","677,432"
2,0,2,1,0,1,2,7
