month,open,high,low,last,change,settle,volume,openInterest
JLY 20,1.12365,1.12775,1.11880,1.12540,+.00100,1.12480,541,"10,970"
AUG 20,1.12495,1.12860,1.11975,1.12630,+.00100,1.12565,305,"1,139"
SEP 20,1.12500,1.12935,1.12020,1.12700,+.00100,1.12635,"176,378","562,650"
OCT 20,-,1.12980,1.12170,1.12805,+.00100,1.12725,0,0
DEC 20,1.12770,1.13155,1.12260,1.12925,+.00100,1.12865,805,"2,848"
MAR 21,1.13290,1.13430,1.12545,1.13210,+.00105,1.13145,4,720
JUN 21,1.13500,1.13600,1.12850,1.13420,+.00105,1.13375,4,849
SEP 21,1.13720,1.13820,1.13060,1.13655,+.00085,1.13590,25,237
DEC 21,1.13900,1.13900,1.13365,1.13900,+.00100,1.13860,4,324
MAR 22,-,-,-,-,+.00100,1.14105,0,1
JUN 22,-,-,-,-,+.00100,1.14355,0,0
SEP 22,-,-,-,-,+.00100,1.14660,0,0
DEC 22,-,-,-,-,+.00095,1.14955,0,0
MAR 23,-,-,-,-,+.00100,1.15230,0,0
JUN 23,-,-,-,-,+.00100,1.15550,0,0
SEP 23,-,-,-,-,+.00100,1.15850,0,0
DEC 23,-,-,-,-,+.00100,1.16145,0,0
MAR 24,-,-,-,-,+.00105,1.16445,0,0
JUN 24,-,-,-,-,+.00100,1.16740,0,0
SEP 24,-,-,-,-,+.00105,1.17040,0,0
DEC 24,-,-,-,-,+.00100,1.17335,0,0
MAR 25,-,-,-,-,+.00100,1.17630,0,0
JUN 25,-,-,-,-,+.00105,1.17930,0,0
Total,,,,,,,"178,066","579,738"
2,0,2,0,0,7,0,1
