month,open,high,low,last,change,settle,volume,openInterest
JLY 20,1.11810,1.12745,1.11750,1.12680,+.00745,1.12655,340,"10,983"
AUG 20,1.11850,1.12840,1.11840,1.12770,+.00740,1.12745,179,"1,109"
SEP 20,1.12020,1.12925,1.11895,1.12835,+.00745,1.12820,"117,713","562,496"
OCT 20,-,1.12970,1.12040,1.12935,+.00750,1.12915,0,0
DEC 20,1.12150,1.13150,1.12140,1.13070,+.00745,1.13060,168,"2,669"
MAR 21,-,1.13380,1.12505,1.13345,+.00750,1.13340,0,713
JUN 21,1.13260,1.13590,1.12735,1.13570,+.00750,1.13580,9,852
SEP 21,1.13555,1.13780,1.12960,1.13745,+.00755,1.13810,8,160
DEC 21,-,-,-,-,+.00775,1.14100,0,269
MAR 22,-,-,-,-,+.00785,1.14355,0,0
JUN 22,-,-,-,-,+.00795,1.14610,0,0
SEP 22,-,-,-,-,+.00805,1.14940,0,0
DEC 22,-,-,-,-,+.00815,1.15255,0,0
MAR 23,-,-,-,-,+.00825,1.15545,0,0
JUN 23,-,-,-,-,+.00840,1.15885,0,0
SEP 23,-,-,-,-,+.00850,1.16200,0,0
DEC 23,-,-,-,-,+.00865,1.16520,0,0
MAR 24,-,-,-,-,+.00880,1.16835,0,0
JUN 24,-,-,-,-,+.00890,1.17150,0,0
SEP 24,-,-,-,-,+.00900,1.17465,0,0
DEC 24,-,-,-,-,+.00915,1.17780,0,0
MAR 25,-,-,-,-,+.00925,1.18095,0,0
JUN 25,-,-,-,-,+.00935,1.18410,0,0
Total,,,,,,,"118,417","579,251"
2,0,2,0,0,6,2,2
