month,open,high,low,last,change,settle,volume,openInterest
JLY 20,1.12800,1.13535,1.12390,1.13135,+.00515,1.13170,699,"10,973"
AUG 20,1.12800,1.13625,1.12485,1.13225,+.00515,1.13260,142,"1,197"
SEP 20,1.12830,1.13710,1.12545,1.13285,+.00510,1.13330,"161,251","564,713"
OCT 20,-,1.13750,1.12690,1.13370,+.00510,1.13425,0,0
DEC 20,1.13115,1.13935,1.12795,1.13530,+.00510,1.13570,342,"2,657"
MAR 21,1.13320,1.14200,1.13145,1.13800,+.00510,1.13850,3,713
JUN 21,-,1.14380,1.13385,1.14060,+.00505,1.14085,7,856
SEP 21,1.14370,1.14565,1.13615,1.14295,+.00510,1.14320,21,161
DEC 21,1.14660,1.14770,1.14535,1.14535,+.00490,1.14590,10,269
MAR 22,-,-,-,-,+.00485,1.14840,0,0
JUN 22,-,-,-,-,+.00485,1.15095,0,0
SEP 22,-,-,-,-,+.00490,1.15430,0,0
DEC 22,-,-,-,-,+.00500,1.15755,0,0
MAR 23,-,-,-,-,+.00505,1.16050,0,0
JUN 23,-,-,-,-,+.00510,1.16395,0,0
SEP 23,-,-,-,-,+.00520,1.16720,0,0
DEC 23,-,-,-,-,+.00520,1.17040,0,0
MAR 24,-,-,-,-,+.00525,1.17360,0,0
JUN 24,-,-,-,-,+.00535,1.17685,0,0
SEP 24,-,-,-,-,+.00540,1.18005,0,0
DEC 24,-,-,-,-,+.00545,1.18325,0,0
MAR 25,-,-,-,-,+.00555,1.18650,0,0
JUN 25,-,-,-,-,+.00560,1.18970,0,0
Total,,,,,,,"162,475","581,539"
2,0,2,0,0,6,2,3
