month,open,high,low,last,change,settle,volume,openInterest
FEB 21,1.21075,1.21460,1.20855,1.21410,+.00310,1.21365,268,"1,045"
MAR 21,1.21205,1.21545,1.20920,1.21335,+.00310,1.21435,"199,076","676,126"
APR 21,1.21045,1.21635,1.21030,1.21405,+.00310,1.21535,32,413
MAY 21,1.21250,1.21635,1.21170,1.21635,+.00305,1.21605,1,0
JUN 21,1.21400,1.21785,1.21175,1.21580,+.00315,1.21685,563,"2,114"
SEP 21,1.21965,1.22010,1.21440,1.21995,+.00315,1.21930,40,"1,205"
DEC 21,1.21815,1.22215,1.21670,1.22215,+.00320,1.22185,22,"1,865"
MAR 22,-,1.22500,1.21975,1.21975,+.00315,1.22475,2,120
JUN 22,-,1.22455,-,1.22455,+.00315,1.22760,0,205
SEP 22,-,-,-,-,+.00320,1.23055,0,27
DEC 22,-,-,-,-,+.00320,1.23325,0,17
MAR 23,-,-,-,-,+.00325,1.23635,0,0
JUN 23,-,-,-,-,+.00340,1.24075,0,0
SEP 23,-,-,-,-,+.00360,1.24485,0,0
DEC 23,-,-,-,-,+.00375,1.24895,0,0
MAR 24,-,-,-,-,+.00395,1.25305,0,0
JUN 24,-,-,-,-,+.00405,1.25710,0,0
SEP 24,-,-,-,-,+.00420,1.26120,0,0
DEC 24,-,-,-,-,+.00440,1.26530,0,0
MAR 25,-,-,-,-,+.00455,1.26940,0,0
JUN 25,-,-,-,-,+.00465,1.27345,0,0
SEP 25,-,-,-,-,+.00485,1.27755,0,0
DEC 25,-,-,-,-,+.00500,1.28165,0,0
Total,,,,,,,"200,004","683,137"
2,0,2,1,0,1,2,8
