month,open,high,low,last,change,settle,volume,openInterest
JAN 21,1.22400,1.23130,1.22400,1.22555,+.00250,1.22560,383,"2,082"
FEB 21,1.22635,1.23205,1.22510,1.22540,+.00250,1.22635,200,885
MAR 21,1.22520,1.23295,1.22490,1.22695,+.00250,1.22710,"182,147","662,236"
APR 21,-,1.23310,-,1.23310,+.00250,1.22805,0,16
JUN 21,1.22830,1.23530,1.22735,1.22955,+.00255,1.22955,413,"1,515"
SEP 21,1.23100,1.23750,1.23100,1.23140,+.00250,1.23200,17,"1,244"
DEC 21,-,1.23980,-,1.23980,+.00260,1.23460,0,"1,744"
MAR 22,1.23485,1.24245,1.23485,1.24245,+.00260,1.23745,13,82
JUN 22,-,1.23900,-,1.23900,+.00255,1.24015,0,189
SEP 22,-,1.24215,-,1.24215,+.00255,1.24305,0,10
DEC 22,-,-,-,-,+.00255,1.24570,0,0
MAR 23,-,-,-,-,+.00255,1.24895,0,0
JUN 23,-,-,-,-,+.00270,1.25305,0,0
SEP 23,-,-,-,-,+.00275,1.25680,0,0
DEC 23,-,-,-,-,+.00280,1.26055,0,0
MAR 24,-,-,-,-,+.00290,1.26435,0,0
JUN 24,-,-,-,-,+.00290,1.26810,0,0
SEP 24,-,-,-,-,+.00295,1.27185,0,0
DEC 24,-,-,-,-,+.00305,1.27565,0,0
MAR 25,-,-,-,-,+.00310,1.27940,0,0
JUN 25,-,-,-,-,+.00315,1.28315,0,0
SEP 25,-,-,-,-,+.00325,1.28695,0,0
DEC 25,-,-,-,-,+.00330,1.29070,0,0
Total,,,,,,,"183,173","670,003"
2,0,2,1,0,1,0,4
