month,open,high,low,last,change,settle,volume,openInterest
JLY 20,1.12525,1.12645,1.11935,1.12365,-.00005,1.12380,253,"11,009"
AUG 20,1.12565,1.12730,1.12020,1.12450,-.00005,1.12465,199,"1,137"
SEP 20,1.12575,1.12810,1.12080,1.12525,-.00005,1.12535,"197,748","562,368"
OCT 20,-,1.12855,1.12230,1.12620,-.00005,1.12625,0,0
DEC 20,1.12890,1.13035,1.12325,1.12755,-.00005,1.12765,544,"2,831"
MAR 21,1.12700,1.13295,1.12605,1.13025,-.00010,1.13040,45,719
JUN 21,1.13400,1.13470,1.12920,1.13260,-.00015,1.13270,2,849
SEP 21,1.13550,1.13710,1.13180,1.13490,-.00015,1.13505,21,221
DEC 21,1.13750,1.13750,1.13425,1.13750,-.00015,1.13760,2,322
MAR 22,-,-,-,-,-.00015,1.14005,0,1
JUN 22,-,-,-,-,-.00010,1.14255,0,0
SEP 22,-,-,-,-,-.00020,1.14560,0,0
DEC 22,-,-,-,-,-.00020,1.14860,0,0
MAR 23,-,-,-,-,-.00030,1.15130,0,0
JUN 23,-,-,-,-,-.00035,1.15450,0,0
SEP 23,-,-,-,-,-.00035,1.15750,0,0
DEC 23,-,-,-,-,-.00040,1.16045,0,0
MAR 24,-,-,-,-,-.00050,1.16340,0,0
JUN 24,-,-,-,-,-.00050,1.16640,0,0
SEP 24,-,-,-,-,-.00055,1.16935,0,0
DEC 24,-,-,-,-,-.00055,1.17235,0,0
MAR 25,-,-,-,-,-.00065,1.17530,0,0
JUN 25,-,-,-,-,-.00070,1.17825,0,0
Total,,,,,,,"198,814","579,457"
2,0,2,0,0,6,3,0
