month,open,high,low,last,change,settle,volume,openInterest
JAN 21,1.22540,1.23085,1.22515,1.22940,+.00510,1.23070,155,"2,090"
FEB 21,1.22670,1.23160,1.22590,1.23105,+.00515,1.23150,70,873
MAR 21,1.22680,1.23240,1.22655,1.23165,+.00510,1.23220,"133,102","664,378"
APR 21,-,1.23240,1.22800,1.22800,+.00510,1.23315,0,16
JUN 21,1.22930,1.23475,1.22905,1.23420,+.00505,1.23460,288,"1,477"
SEP 21,-,1.23720,-,1.23720,+.00510,1.23710,0,"1,241"
DEC 21,1.23660,1.23955,1.23440,1.23515,+.00505,1.23965,2,"1,744"
MAR 22,-,1.24225,-,1.24225,+.00510,1.24255,0,95
JUN 22,-,-,-,-,+.00520,1.24535,0,189
SEP 22,-,-,-,-,+.00520,1.24825,0,10
DEC 22,-,-,-,-,+.00525,1.25095,0,0
MAR 23,-,-,-,-,+.00525,1.25420,0,0
JUN 23,-,-,-,-,+.00535,1.25840,0,0
SEP 23,-,-,-,-,+.00545,1.26225,0,0
DEC 23,-,-,-,-,+.00555,1.26610,0,0
MAR 24,-,-,-,-,+.00560,1.26995,0,0
JUN 24,-,-,-,-,+.00570,1.27380,0,0
SEP 24,-,-,-,-,+.00580,1.27765,0,0
DEC 24,-,-,-,-,+.00585,1.28150,0,0
MAR 25,-,-,-,-,+.00600,1.28540,0,0
JUN 25,-,-,-,-,+.00610,1.28925,0,0
SEP 25,-,-,-,-,+.00615,1.29310,0,0
DEC 25,-,-,-,-,+.00625,1.29695,0,0
Total,,,,,,,"133,617","672,113"
2,0,2,1,0,1,0,5
