month,open,high,low,last,change,settle,volume,openInterest
JLY 20,1.12245,1.12425,1.11985,1.12225,+.00110,1.12310,160,"10,974"
AUG 20,1.12375,1.12510,1.12080,1.12310,+.00105,1.12395,115,"1,191"
SEP 20,1.12360,1.12590,1.12145,1.12405,+.00105,1.12465,"127,995","562,165"
OCT 20,-,1.12640,1.12280,1.12510,+.00100,1.12555,0,0
DEC 20,1.12630,1.12815,1.12385,1.12610,+.00105,1.12700,224,"2,706"
MAR 21,1.12730,1.13080,1.12675,1.12925,+.00100,1.12970,7,712
JUN 21,-,1.13225,1.13055,1.13110,+.00105,1.13215,0,849
SEP 21,1.13150,1.13500,1.13150,1.13375,+.00090,1.13445,4,207
DEC 21,1.13400,1.13645,1.13315,1.13645,+.00105,1.13715,13,312
MAR 22,-,-,-,-,+.00095,1.13960,0,0
JUN 22,-,-,-,-,+.00095,1.14210,0,0
SEP 22,-,-,-,-,+.00100,1.14535,0,0
DEC 22,-,-,-,-,+.00105,1.14845,0,0
MAR 23,-,-,-,-,+.00105,1.15130,0,0
JUN 23,-,-,-,-,+.00115,1.15465,0,0
SEP 23,-,-,-,-,+.00125,1.15780,0,0
DEC 23,-,-,-,-,+.00125,1.16090,0,0
MAR 24,-,-,-,-,+.00130,1.16400,0,0
JUN 24,-,-,-,-,+.00135,1.16710,0,0
SEP 24,-,-,-,-,+.00140,1.17020,0,0
DEC 24,-,-,-,-,+.00145,1.17330,0,0
MAR 25,-,-,-,-,+.00150,1.17640,0,0
JUN 25,-,-,-,-,+.00160,1.17955,0,0
Total,,,,,,,"128,518","579,116"
2,0,2,0,0,6,2,6
